feature_path,read_success,error,shape,dtype,count,dim,nan_count,inf_count,zero_vector_count,norm_min,norm_p01,norm_p25,norm_median,norm_p75,norm_p99,norm_max,norm_mean,norm_sd,slide_id,scale
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_5x/2463127-B3.h5,True,,"[261,512]",float32,261,512,0,0,0,65.20289373076236,66.90739007125742,77.66066639129829,80.81413485051313,82.5414770517591,85.99560535134117,87.83327354602012,79.77223976906434,4.091782116899387,2463127-B3,5x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_5x/2463135-B.h5,True,,"[307,512]",float32,307,512,0,0,0,66.36926613961934,70.50814462782905,78.78504393341561,81.56126804603166,83.12098559239304,87.20282548194297,87.4399190630777,80.76798509781099,3.628100298379825,2463135-B,5x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_5x/2463187-B2.h5,True,,"[110,512]",float32,110,512,0,0,0,64.24229420310816,66.02873725002416,77.39558728812361,81.05457347088525,83.11357210583485,86.95064529084686,89.21360936848916,79.83473278256022,4.684865947352832,2463187-B2,5x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_5x/2463351-B4.h5,True,,"[175,512]",float32,175,512,0,0,0,67.23706807380928,70.32638870034606,77.24500553404985,80.49713716002118,82.77189466927534,87.68067573235096,88.60800425829314,79.94907288190066,4.027892163376,2463351-B4,5x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_5x/2463370-B2.h5,True,,"[192,512]",float32,192,512,0,0,0,65.61358248589117,67.57380272497964,75.73052450124203,79.8935487078526,82.58569277979268,87.14556470567244,88.18772422570207,79.1636141455218,4.6334518162113465,2463370-B2,5x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_5x/2463379-B4.h5,True,,"[153,512]",float32,153,512,0,0,0,68.84997459688968,69.4949645975344,76.21282901745573,79.280258167027,81.54508098102134,86.61494547045697,87.67375117664085,78.83196785413843,3.970706453166943,2463379-B4,5x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_5x/2463404-B2.h5,True,,"[217,512]",float32,217,512,0,0,0,68.38182526031288,69.40948760143235,77.84266444781522,81.66392888237209,83.49556597424692,87.69503398900898,88.20486440892812,80.42838566884834,4.248950446409701,2463404-B2,5x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_5x/2463643-B.h5,True,,"[241,512]",float32,241,512,0,0,0,64.34579420649774,67.02574665575206,77.71861079248833,80.2327915879375,82.41445875034876,85.5586862723164,86.16699227403082,79.6539838977039,3.88821222035672,2463643-B,5x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_5x/2463647-B2.h5,True,,"[204,512]",float32,204,512,0,0,0,67.56787847829847,69.5072363191117,76.26154784521906,79.12768927308971,81.53965401288912,85.36000883180316,87.31967776386561,78.75966995070635,3.573743537477711,2463647-B2,5x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_5x/2463656-B2.h5,True,,"[157,512]",float32,157,512,0,0,0,64.59232405750657,67.03386527720299,76.22017507213145,79.12578376062089,81.58592602744267,85.91345536570041,87.14004988785508,78.54435333274387,4.200950564497188,2463656-B2,5x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_5x/2463720-B7.h5,True,,"[207,512]",float32,207,512,0,0,0,70.0113890436283,71.0209353886565,77.25670998465444,79.79129315098734,82.06068405108766,87.50259081254983,87.68356267797645,79.6548054052702,3.4641660695363994,2463720-B7,5x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_5x/2464404-B5.h5,True,,"[207,512]",float32,207,512,0,0,0,66.64019284488654,68.99315870890995,77.35598011772768,79.79819403746627,81.67507140587999,86.26673805731356,87.06517679175401,79.19244163998329,3.841630815101633,2464404-B5,5x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_5x/2464438-B5.h5,True,,"[98,512]",float32,98,512,0,0,0,66.90060489603455,70.46170782896156,77.35422675755258,80.86817717376744,83.16745902357113,86.27734151145737,86.85004578015679,80.21863680987457,3.870048150040367,2464438-B5,5x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_5x/2464443-B.h5,True,,"[254,512]",float32,254,512,0,0,0,62.792422176377194,67.93700329825884,77.22888277055407,80.10316928895918,82.24401599066542,85.70014541922923,87.10511274237271,79.34618645150545,3.924571571114866,2464443-B,5x
